"Observer","Date","Year","TimeInitial","TimeFinal","DiveNumber_Transect","Country","Site","Location","Zone","DepthInitial_m","DepthFinal_m","DepthMax_m","Latitude","Longitude","Temperature_C","Visibility_m","Genusspecies","Patch","Diameter_cm","Abundance","Condition","Diameter_cm_Corrected"
"RobertoVazquez","7/29/11","2011","10:37","11:19","2","Mexico","IslaNatividad","LaGuanera","Fished",10,12,12,"27.87585",-115.16816,"12",5,"Haliotiscorrugata","13",17,"1","",13
"RobertoVazquez","7/29/11","2011","10:37","11:19","2","Mexico","IslaNatividad","LaGuanera","Fished",10,12,12,"27.87585",-115.16816,"12",5,"Haliotiscorrugata","14",16,"1","",13
"RobertoVazquez","7/30/11","2011","9:34","10:04","3","Mexico","IslaNatividad","LaGuanera","Fished",16,16,16,"27.88389",-115.17957,"13",5,"Haliotisfulgens","0",NA,"0","",NA
"RobertoVazquez","7/30/11","2011","9:34","10:04","3","Mexico","IslaNatividad","LaGuanera","Fished",16,16,16,"27.88389",-115.17957,"13",5,"Haliotiscorrugata","1",9,"1","",8
"RobertoVazquez","7/30/11","2011","9:34","10:04","3","Mexico","IslaNatividad","LaGuanera","Fished",16,16,16,"27.88389",-115.17957,"13",5,"Haliotiscorrugata","2",12,"1","",10
"RobertoVazquez","7/30/11","2011","9:34","10:04","3","Mexico","IslaNatividad","LaGuanera","Fished",16,16,16,"27.88389",-115.17957,"13",5,"Haliotiscorrugata","3",22,"1","",17
"RobertoVazquez","7/30/11","2011","9:34","10:04","3","Mexico","IslaNatividad","LaGuanera","Fished",16,16,16,"27.88389",-115.17957,"13",5,"Haliotiscorrugata","4",18,"1","",14
"RobertoVazquez","7/30/11","2011","9:34","10:04","3","Mexico","IslaNatividad","LaGuanera","Fished",16,16,16,"27.88389",-115.17957,"13",5,"Haliotiscorrugata","5",6,"1","",5
"RobertoVazquez","7/30/11","2011","9:34","10:04","3","Mexico","IslaNatividad","LaGuanera","Fished",16,16,16,"27.88389",-115.17957,"13",5,"Haliotiscorrugata","6",6,"1","",5
"RobertoVazquez","7/30/11","2011","9:34","10:04","3","Mexico","IslaNatividad","LaGuanera","Fished",16,16,16,"27.88389",-115.17957,"13",5,"Haliotiscorrugata","7",15,"1","",12
"RobertoVazquez","7/30/11","2011","9:34","10:04","3","Mexico","IslaNatividad","LaGuanera","Fished",16,16,16,"27.88389",-115.17957,"13",5,"Haliotiscorrugata","7",17,"1","",13
"JesusFlores","7/29/11","2011","9:42","10:12","4","Mexico","IslaNatividad","LaGuanera","Fished",16,16,16,"27.87721",-115.16712,"13",5,"Haliotisfulgens","0",NA,"0","",NA
"JesusFlores","7/29/11","2011","9:42","10:12","4","Mexico","IslaNatividad","LaGuanera","Fished",16,16,16,"27.87721",-115.16712,"13",5,"Haliotiscorrugata","1",12,"1","",10
"JesusFlores","7/29/11","2011","9:42","10:12","4","Mexico","IslaNatividad","LaGuanera","Fished",16,16,16,"27.87721",-115.16712,"13",5,"Haliotiscorrugata","1",13,"1","",10
"JesusFlores","7/29/11","2011","9:42","10:12","4","Mexico","IslaNatividad","LaGuanera","Fished",16,16,16,"27.87721",-115.16712,"13",5,"Haliotiscorrugata","1",16,"1","",13
"JesusFlores","7/29/11","2011","9:42","10:12","4","Mexico","IslaNatividad","LaGuanera","Fished",16,16,16,"27.87721",-115.16712,"13",5,"Haliotiscorrugata","2",16,"1","",13
"JesusFlores","7/29/11","2011","9:42","10:12","4","Mexico","IslaNatividad","LaGuanera","Fished",16,16,16,"27.87721",-115.16712,"13",5,"Haliotiscorrugata","3",18,"1","",14
"JesusFlores","7/29/11","2011","9:42","10:12","4","Mexico","IslaNatividad","LaGuanera","Fished",16,16,16,"27.87721",-115.16712,"13",5,"Haliotiscorrugata","3",19,"1","",15
"JesusFlores","7/29/11","2011","9:42","10:12","4","Mexico","IslaNatividad","LaGuanera","Fished",16,16,16,"27.87721",-115.16712,"13",5,"Haliotiscorrugata","4",13,"1","",10
"JesusFlores","7/29/11","2011","9:42","10:12","4","Mexico","IslaNatividad","LaGuanera","Fished",16,16,16,"27.87721",-115.16712,"13",5,"Haliotiscorrugata","4",17,"1","",13
"JesusFlores","7/29/11","2011","9:42","10:12","4","Mexico","IslaNatividad","LaGuanera","Fished",16,16,16,"27.87721",-115.16712,"13",5,"Haliotiscorrugata","4",18,"1","",14
"JesusFlores","7/29/11","2011","9:42","10:12","4","Mexico","IslaNatividad","LaGuanera","Fished",16,16,16,"27.87721",-115.16712,"13",5,"Haliotiscorrugata","5",16,"1","",13
"JesusFlores","7/29/11","2011","9:42","10:12","4","Mexico","IslaNatividad","LaGuanera","Fished",16,16,16,"27.87721",-115.16712,"13",5,"Haliotiscorrugata","6",12,"1","",10
"JesusFlores","7/29/11","2011","10:55","11:24","5","Mexico","IslaNatividad","LaGuanera","Fished",14,11,14,"27.87856",-115.17043,"13",5,"Haliotisfulgens","0",NA,"0","",NA
"JesusFlores","7/29/11","2011","10:55","11:24","5","Mexico","IslaNatividad","LaGuanera","Fished",14,11,14,"27.87856",-115.17043,"13",5,"Haliotiscorrugata","1",18,"1","",14
"JesusFlores","7/29/11","2011","10:55","11:24","5","Mexico","IslaNatividad","LaGuanera","Fished",14,11,14,"27.87856",-115.17043,"13",5,"Haliotiscorrugata","2",13,"1","",10
"JesusFlores","7/29/11","2011","10:55","11:24","5","Mexico","IslaNatividad","LaGuanera","Fished",14,11,14,"27.87856",-115.17043,"13",5,"Haliotiscorrugata","2",16,"1","",13
"JesusFlores","7/29/11","2011","10:55","11:24","5","Mexico","IslaNatividad","LaGuanera","Fished",14,11,14,"27.87856",-115.17043,"13",5,"Haliotiscorrugata","3",15,"1","",12
"JesusFlores","7/29/11","2011","10:55","11:24","5","Mexico","IslaNatividad","LaGuanera","Fished",14,11,14,"27.87856",-115.17043,"13",5,"Haliotiscorrugata","3",20,"1","",15
"JesusFlores","7/29/11","2011","10:55","11:24","5","Mexico","IslaNatividad","LaGuanera","Fished",14,11,14,"27.87856",-115.17043,"13",5,"Haliotiscorrugata","3",21,"1","",16
"JesusFlores","7/29/11","2011","10:55","11:24","5","Mexico","IslaNatividad","LaGuanera","Fished",14,11,14,"27.87856",-115.17043,"13",5,"Haliotiscorrugata","4",17,"1","",13
"JesusFlores","7/29/11","2011","10:55","11:24","5","Mexico","IslaNatividad","LaGuanera","Fished",14,11,14,"27.87856",-115.17043,"13",5,"Haliotiscorrugata","4",17,"1","",13
"JesusFlores","7/29/11","2011","10:55","11:24","5","Mexico","IslaNatividad","LaGuanera","Fished",14,11,14,"27.87856",-115.17043,"13",5,"Haliotiscorrugata","5",19,"1","",15
"JesusFlores","7/29/11","2011","10:55","11:24","5","Mexico","IslaNatividad","LaGuanera","Fished",14,11,14,"27.87856",-115.17043,"13",5,"Haliotiscorrugata","5",19,"1","",15
"JesusFlores","7/29/11","2011","10:55","11:24","5","Mexico","IslaNatividad","LaGuanera","Fished",14,11,14,"27.87856",-115.17043,"13",5,"Haliotiscorrugata","5",20,"1","",15
"JesusFlores","7/29/11","2011","10:55","11:24","5","Mexico","IslaNatividad","LaGuanera","Fished",14,11,14,"27.87856",-115.17043,"13",5,"Haliotiscorrugata","6",15,"1","",12
"JesusFlores","7/29/11","2011","10:55","11:24","5","Mexico","IslaNatividad","LaGuanera","Fished",14,11,14,"27.87856",-115.17043,"13",5,"Haliotiscorrugata","7",18,"1","",14
"JesusFlores","7/30/11","2011","9:46","10:15","6","Mexico","IslaNatividad","LaGuanera","Fished",14,11,14,"27.88289",-115.17722,"13",6,"Haliotisfulgens","0",NA,"0","",NA
"JesusFlores","7/30/11","2011","9:46","10:15","6","Mexico","IslaNatividad","LaGuanera","Fished",14,11,14,"27.88289",-115.17722,"13",6,"Haliotiscorrugata","1",21,"1","",16
"JesusFlores","7/30/11","2011","9:46","10:15","6","Mexico","IslaNatividad","LaGuanera","Fished",14,11,14,"27.88289",-115.17722,"13",6,"Haliotiscorrugata","1",26,"1","",20
"JesusFlores","7/30/11","2011","9:46","10:15","6","Mexico","IslaNatividad","LaGuanera","Fished",14,11,14,"27.88289",-115.17722,"13",6,"Haliotiscorrugata","2",7,"1","",6
"JesusFlores","7/30/11","2011","9:46","10:15","6","Mexico","IslaNatividad","LaGuanera","Fished",14,11,14,"27.88289",-115.17722,"13",6,"Haliotiscorrugata","2",11,"1","",9
"JesusFlores","7/30/11","2011","9:46","10:15","6","Mexico","IslaNatividad","LaGuanera","Fished",14,11,14,"27.88289",-115.17722,"13",6,"Haliotiscorrugata","2",20,"1","",15
"JesusFlores","7/30/11","2011","9:46","10:15","6","Mexico","IslaNatividad","LaGuanera","Fished",14,11,14,"27.88289",-115.17722,"13",6,"Haliotiscorrugata","2",21,"1","",16
"JesusFlores","7/30/11","2011","9:46","10:15","6","Mexico","IslaNatividad","LaGuanera","Fished",14,11,14,"27.88289",-115.17722,"13",6,"Haliotiscorrugata","3",21,"1","",16
"JesusFlores","7/30/11","2011","9:46","10:15","6","Mexico","IslaNatividad","LaGuanera","Fished",14,11,14,"27.88289",-115.17722,"13",6,"Haliotiscorrugata","4",6,"1","",5
"JesusFlores","7/30/11","2011","9:46","10:15","6","Mexico","IslaNatividad","LaGuanera","Fished",14,11,14,"27.88289",-115.17722,"13",6,"Haliotiscorrugata","4",18,"1","",14
"JesusFlores","7/30/11","2011","9:46","10:15","6","Mexico","IslaNatividad","LaGuanera","Fished",14,11,14,"27.88289",-115.17722,"13",6,"Haliotiscorrugata","4",22,"1","",17
"JesusFlores","7/30/11","2011","9:46","10:15","6","Mexico","IslaNatividad","LaGuanera","Fished",14,11,14,"27.88289",-115.17722,"13",6,"Haliotiscorrugata","5",27,"1","",20
"JesusFlores","7/30/11","2011","9:46","10:15","6","Mexico","IslaNatividad","LaGuanera","Fished",14,11,14,"27.88289",-115.17722,"13",6,"Haliotiscorrugata","6",21,"1","",16
"RobertoVazquez","7/30/12","2012","8:01","8:36","1","Mexico","IslaNatividad","Babencho","Fished",14,13,14,"27.86111",-115.19368,"13",6,"Haliotiscorrugata","1",16,"1","",13
"RobertoVazquez","7/30/12","2012","8:01","8:36","1","Mexico","IslaNatividad","Babencho","Fished",14,13,14,"27.86111",-115.19368,"13",6,"Haliotiscorrugata","2",13,"1","",10
"RobertoVazquez","7/31/12","2012","8:01","8:33","2","Mexico","IslaNatividad","Babencho","Fished",14,16,16,"27.85368",-115.17001,"14",5,"Haliotiscorrugata","1",19,"1","",15
"RobertoVazquez","7/31/12","2012","8:01","8:33","2","Mexico","IslaNatividad","Babencho","Fished",14,16,16,"27.85368",-115.17001,"14",5,"Haliotiscorrugata","1",21,"1","",16
"RobertoVazquez","7/31/12","2012","8:01","8:33","2","Mexico","IslaNatividad","Babencho","Fished",14,16,16,"27.85368",-115.17001,"14",5,"Haliotiscorrugata","2",19,"1","",15
"RobertoVazquez","7/31/12","2012","8:01","8:33","2","Mexico","IslaNatividad","Babencho","Fished",14,16,16,"27.85368",-115.17001,"14",5,"Haliotiscorrugata","3",1,"1","",2
"RobertoVazquez","7/31/12","2012","8:01","8:33","2","Mexico","IslaNatividad","Babencho","Fished",14,16,16,"27.85368",-115.17001,"14",5,"Haliotiscorrugata","4",13,"1","",10
"RobertoVazquez","7/31/12","2012","9:01","9:38","3","Mexico","IslaNatividad","Babencho","Fished",11,13,13,"27.86435",-115.18813,"14",5,"Haliotiscorrugata","1",17,"1","",13
"RobertoVazquez","7/31/12","2012","9:01","9:38","3","Mexico","IslaNatividad","Babencho","Fished",11,13,13,"27.86435",-115.18813,"14",5,"Haliotiscorrugata","2",17,"1","",13
"RobertoVazquez","7/31/12","2012","9:01","9:38","3","Mexico","IslaNatividad","Babencho","Fished",11,13,13,"27.86435",-115.18813,"14",5,"Haliotiscorrugata","2",19,"1","",15
"RobertoVazquez","7/31/12","2012","9:01","9:38","3","Mexico","IslaNatividad","Babencho","Fished",11,13,13,"27.86435",-115.18813,"14",5,"Haliotiscorrugata","3",21,"1","",16
"RobertoVazquez","7/31/12","2012","9:01","9:38","3","Mexico","IslaNatividad","Babencho","Fished",11,13,13,"27.86435",-115.18813,"14",5,"Haliotiscorrugata","4",21,"1","",16
"RobertoVazquez","7/31/12","2012","9:01","9:38","3","Mexico","IslaNatividad","Babencho","Fished",11,13,13,"27.86435",-115.18813,"14",5,"Haliotiscorrugata","4",22,"1","",17
"RobertoVazquez","7/31/12","2012","9:01","9:38","3","Mexico","IslaNatividad","Babencho","Fished",11,13,13,"27.86435",-115.18813,"14",5,"Haliotiscorrugata","5",22,"1","",17
"RobertoVazquez","7/31/12","2012","9:01","9:38","3","Mexico","IslaNatividad","Babencho","Fished",11,13,13,"27.86435",-115.18813,"14",5,"Haliotiscorrugata","6",20,"1","",15
"RobertoVazquez","7/31/12","2012","9:01","9:38","3","Mexico","IslaNatividad","Babencho","Fished",11,13,13,"27.86435",-115.18813,"14",5,"Haliotiscorrugata","7",23,"1","",17
"RobertoVazquez","8/1/12","2012","9:02","9:37","1","Mexico","IslaNatividad","LaPlana","Reserve",15,16,16,"27.84505",-115.16647,"12",6,"Haliotiscorrugata","1",23,"1","",17
"RobertoVazquez","8/1/12","2012","9:02","9:37","1","Mexico","IslaNatividad","LaPlana","Reserve",15,16,16,"27.84505",-115.16647,"12",6,"Haliotiscorrugata","2",21,"1","",16
"RobertoVazquez","8/1/12","2012","9:02","9:37","1","Mexico","IslaNatividad","LaPlana","Reserve",15,16,16,"27.84505",-115.16647,"12",6,"Haliotiscorrugata","3",21,"1","",16
"RobertoVazquez","8/1/12","2012","9:02","9:37","1","Mexico","IslaNatividad","LaPlana","Reserve",15,16,16,"27.84505",-115.16647,"12",6,"Haliotiscorrugata","4",22,"1","",17
"RobertoVazquez","8/1/12","2012","9:02","9:37","1","Mexico","IslaNatividad","LaPlana","Reserve",15,16,16,"27.84505",-115.16647,"12",6,"Haliotiscorrugata","5",23,"1","",17
"RobertoVazquez","8/1/12","2012","9:02","9:37","1","Mexico","IslaNatividad","LaPlana","Reserve",15,16,16,"27.84505",-115.16647,"12",6,"Haliotiscorrugata","5",23,"1","",17
"RobertoVazquez","8/1/12","2012","9:02","9:37","1","Mexico","IslaNatividad","LaPlana","Reserve",15,16,16,"27.84505",-115.16647,"12",6,"Haliotiscorrugata","6",23,"1","",17
"RobertoVazquez","8/1/12","2012","9:41","10:19","2","Mexico","IslaNatividad","LaPlana","Reserve",7,4,7,"27.85021",-115.17059,"13",5,"Haliotiscorrugata","1",20,"1","",15
"RobertoVazquez","8/1/12","2012","9:41","10:19","2","Mexico","IslaNatividad","LaPlana","Reserve",7,4,7,"27.85021",-115.17059,"13",5,"Haliotiscorrugata","1",21,"1","",16
"RobertoVazquez","8/1/12","2012","9:41","10:19","2","Mexico","IslaNatividad","LaPlana","Reserve",7,4,7,"27.85021",-115.17059,"13",5,"Haliotiscorrugata","1",18,"1","",14
"JesusFlores","8/1/12","2012","9:50","10:30","3","Mexico","IslaNatividad","LaPlana","Reserve",6,5,6,"27.84964",-115.16441,"17",7,"Haliotiscorrugata","1",18,"1","",14
"RobertoVazquez","8/2/12","2012","9:05","9:45","1","Mexico","IslaNatividad","LaGuanera","Fished",12,13,13,"27.87519",-115.16563,"16",7,"Haliotiscorrugata","1",19,"1","",15
"RobertoVazquez","8/2/12","2012","9:05","9:45","1","Mexico","IslaNatividad","LaGuanera","Fished",12,13,13,"27.87519",-115.16563,"16",7,"Haliotiscorrugata","1",19,"1","",15
"RobertoVazquez","8/2/12","2012","9:05","9:45","1","Mexico","IslaNatividad","LaGuanera","Fished",12,13,13,"27.87519",-115.16563,"16",7,"Haliotiscorrugata","2",18,"1","",14
"RobertoVazquez","8/2/12","2012","9:05","9:45","1","Mexico","IslaNatividad","LaGuanera","Fished",12,13,13,"27.87519",-115.16563,"16",7,"Haliotiscorrugata","3",12,"1","",10
"RobertoVazquez","8/2/12","2012","9:05","9:45","1","Mexico","IslaNatividad","LaGuanera","Fished",12,13,13,"27.87519",-115.16563,"16",7,"Haliotiscorrugata","3",19,"1","",15
"RobertoVazquez","8/2/12","2012","9:05","9:45","1","Mexico","IslaNatividad","LaGuanera","Fished",12,13,13,"27.87519",-115.16563,"16",7,"Haliotiscorrugata","3",21,"1","",16
"RobertoVazquez","8/2/12","2012","9:05","9:45","1","Mexico","IslaNatividad","LaGuanera","Fished",12,13,13,"27.87519",-115.16563,"16",7,"Haliotiscorrugata","4",19,"1","",15
"RobertoVazquez","8/2/12","2012","9:05","9:45","1","Mexico","IslaNatividad","LaGuanera","Fished",12,13,13,"27.87519",-115.16563,"16",7,"Haliotiscorrugata","5",20,"1","",15
"RobertoVazquez","8/2/12","2012","9:05","9:45","1","Mexico","IslaNatividad","LaGuanera","Fished",12,13,13,"27.87519",-115.16563,"16",7,"Haliotiscorrugata","6",18,"1","",14
"RobertoVazquez","8/2/12","2012","9:05","9:45","1","Mexico","IslaNatividad","LaGuanera","Fished",12,13,13,"27.87519",-115.16563,"16",7,"Haliotiscorrugata","6",21,"1","",16
"RobertoVazquez","8/2/12","2012","9:05","9:45","1","Mexico","IslaNatividad","LaGuanera","Fished",12,13,13,"27.87519",-115.16563,"16",7,"Haliotiscorrugata","7",19,"1","",15
"RobertoVazquez","8/2/12","2012","9:05","9:45","1","Mexico","IslaNatividad","LaGuanera","Fished",12,13,13,"27.87519",-115.16563,"16",7,"Haliotiscorrugata","7",21,"1","",16
"RobertoVazquez","8/2/12","2012","9:05","9:45","1","Mexico","IslaNatividad","LaGuanera","Fished",12,13,13,"27.87519",-115.16563,"16",7,"Haliotiscorrugata","8",18,"1","",14
"RobertoVazquez","8/2/12","2012","9:05","9:45","1","Mexico","IslaNatividad","LaGuanera","Fished",12,13,13,"27.87519",-115.16563,"16",7,"Haliotiscorrugata","9",18,"1","",14
"RobertoVazquez","8/2/12","2012","9:05","9:45","1","Mexico","IslaNatividad","LaGuanera","Fished",12,13,13,"27.87519",-115.16563,"16",7,"Haliotiscorrugata","9",20,"1","",15
"RobertoVazquez","8/2/12","2012","9:05","9:45","1","Mexico","IslaNatividad","LaGuanera","Fished",12,13,13,"27.87519",-115.16563,"16",7,"Haliotiscorrugata","10",16,"1","",13
"RobertoVazquez","8/2/12","2012","9:05","9:45","1","Mexico","IslaNatividad","LaGuanera","Fished",12,13,13,"27.87519",-115.16563,"16",7,"Haliotiscorrugata","11",17,"1","",13
"RobertoVazquez","8/2/12","2012","9:05","9:45","1","Mexico","IslaNatividad","LaGuanera","Fished",12,13,13,"27.87519",-115.16563,"16",7,"Haliotiscorrugata","11",21,"1","",16
"RobertoVazquez","8/2/12","2012","9:05","9:45","1","Mexico","IslaNatividad","LaGuanera","Fished",12,13,13,"27.87519",-115.16563,"16",7,"Haliotiscorrugata","12",21,"1","",16
"RobertoVazquez","8/2/12","2012","9:05","9:45","1","Mexico","IslaNatividad","LaGuanera","Fished",12,13,13,"27.87519",-115.16563,"16",7,"Haliotiscorrugata","1",13,"1","",10
"RobertoVazquez","8/2/12","2012","10:01","10:45","2","Mexico","IslaNatividad","LaGuanera","Fished",9,9,11,"27.87421",-115.16631,"17",6,"Haliotiscorrugata","1",19,"1","",15
"RobertoVazquez","8/2/12","2012","10:01","10:45","2","Mexico","IslaNatividad","LaGuanera","Fished",9,9,11,"27.87421",-115.16631,"17",6,"Haliotiscorrugata","2",17,"1","",13
"RobertoVazquez","8/2/12","2012","10:01","10:45","2","Mexico","IslaNatividad","LaGuanera","Fished",9,9,11,"27.87421",-115.16631,"17",6,"Haliotiscorrugata","3",20,"1","",15
"RobertoVazquez","8/2/12","2012","10:01","10:45","2","Mexico","IslaNatividad","LaGuanera","Fished",9,9,11,"27.87421",-115.16631,"17",6,"Haliotiscorrugata","4",15,"1","",12
"RobertoVazquez","8/2/12","2012","10:01","10:45","2","Mexico","IslaNatividad","LaGuanera","Fished",9,9,11,"27.87421",-115.16631,"17",6,"Haliotiscorrugata","5",18,"1","",14
"RobertoVazquez","8/2/12","2012","10:01","10:45","2","Mexico","IslaNatividad","LaGuanera","Fished",9,9,11,"27.87421",-115.16631,"17",6,"Haliotiscorrugata","5",19,"1","",15
"RobertoVazquez","8/2/12","2012","10:01","10:45","2","Mexico","IslaNatividad","LaGuanera","Fished",9,9,11,"27.87421",-115.16631,"17",6,"Haliotiscorrugata","6",20,"1","",15
"RobertoVazquez","8/2/12","2012","10:01","10:45","2","Mexico","IslaNatividad","LaGuanera","Fished",9,9,11,"27.87421",-115.16631,"17",6,"Haliotiscorrugata","7",17,"1","",13
"RobertoVazquez","8/2/12","2012","10:01","10:45","2","Mexico","IslaNatividad","LaGuanera","Fished",9,9,11,"27.87421",-115.16631,"17",6,"Haliotiscorrugata","8",19,"1","",15
"RobertoVazquez","8/2/12","2012","10:01","10:45","2","Mexico","IslaNatividad","LaGuanera","Fished",9,9,11,"27.87421",-115.16631,"17",6,"Haliotiscorrugata","9",17,"1","",13
"RobertoVazquez","8/2/12","2012","10:01","10:45","2","Mexico","IslaNatividad","LaGuanera","Fished",9,9,11,"27.87421",-115.16631,"17",6,"Haliotiscorrugata","9",20,"1","",15
"RobertoVazquez","8/2/12","2012","10:01","10:45","2","Mexico","IslaNatividad","LaGuanera","Fished",9,9,11,"27.87421",-115.16631,"17",6,"Haliotiscorrugata","9",20,"1","",15
"RobertoVazquez","8/2/12","2012","10:01","10:45","2","Mexico","IslaNatividad","LaGuanera","Fished",9,9,11,"27.87421",-115.16631,"17",6,"Haliotiscorrugata","9",21,"1","",16
"RobertoVazquez","8/2/12","2012","10:01","10:45","2","Mexico","IslaNatividad","LaGuanera","Fished",9,9,11,"27.87421",-115.16631,"17",6,"Haliotiscorrugata","10",21,"1","",16
"RobertoVazquez","8/2/12","2012","10:01","10:45","2","Mexico","IslaNatividad","LaGuanera","Fished",9,9,11,"27.87421",-115.16631,"17",6,"Haliotiscorrugata","11",18,"1","",14
"RobertoVazquez","8/2/12","2012","10:01","10:45","2","Mexico","IslaNatividad","LaGuanera","Fished",9,9,11,"27.87421",-115.16631,"17",6,"Haliotiscorrugata","12",20,"1","",15
"RobertoVazquez","8/2/12","2012","10:01","10:45","2","Mexico","IslaNatividad","LaGuanera","Fished",9,9,11,"27.87421",-115.16631,"17",6,"Haliotiscorrugata","1",9,"1","",8
"JhonatanCastro","8/2/12","2012","9:01","9:40","3","Mexico","IslaNatividad","LaGuanera","Fished",14,14,14,"27.87749",-115.16898,"16",15,"Haliotiscorrugata","1",13,"1","",10
"JhonatanCastro","8/2/12","2012","9:01","9:40","3","Mexico","IslaNatividad","LaGuanera","Fished",14,14,14,"27.87749",-115.16898,"16",15,"Haliotiscorrugata","1",17,"1","",13
"JhonatanCastro","8/2/12","2012","9:01","9:40","3","Mexico","IslaNatividad","LaGuanera","Fished",14,14,14,"27.87749",-115.16898,"16",15,"Haliotiscorrugata","2",15,"1","",12
"JhonatanCastro","8/2/12","2012","9:01","9:40","3","Mexico","IslaNatividad","LaGuanera","Fished",14,14,14,"27.87749",-115.16898,"16",15,"Haliotiscorrugata","3",20,"1","",15
"JhonatanCastro","8/2/12","2012","9:01","9:40","3","Mexico","IslaNatividad","LaGuanera","Fished",14,14,14,"27.87749",-115.16898,"16",15,"Haliotiscorrugata","4",20,"1","",15
